iter	RMSE
680	25.73390184
681	25.68147611
682	25.67540106
683	25.65782231
684	25.63472588
685	25.52507571
686	25.51243408
687	25.48640314
688	25.48168453
689	25.30613051
690	25.30516063
691	25.29774147
692	25.28296646
693	25.25159494
694	25.24204431
695	25.20838869
696	25.20154795
697	25.19079269
698	25.17987125
699	25.17103194
700	25.12920808
701	25.09382936
702	25.07352456
703	25.06148914
704	25.03848977
705	25.01507945
706	25.00860372
707	24.99963033
708	24.98418205
709	24.93197693
710	24.76047711
711	24.72190111
712	24.67764898
713	24.66066227
714	24.63145641
715	24.52418119
716	24.42496211
717	24.34346299
718	24.32805426
719	24.28807326
720	24.26226835
721	24.26171242
722	24.22854121
723	24.22822184
724	24.21220329
725	24.19889766
726	24.17122773
727	24.14936187
728	24.13636743
729	24.12768041
730	24.10985006
731	24.0967944
732	24.09220654
733	24.07412897
734	24.0465907
735	24.02348184
736	24.00053495
737	23.94406762
738	23.93920051
739	23.91075534
740	23.89815072
741	23.8852853
742	23.87718161
743	23.87321269
744	23.87109431
745	23.86012529
746	23.84085423
747	23.78383006
748	23.77470824
749	23.77165407
750	23.7080144
751	23.70704061
752	23.69412038
753	23.6711002
754	23.65469513
755	23.64454498
756	23.62906465
757	23.61563407
758	23.59836265
759	23.5647422
760	23.56100732
761	23.54753806
762	23.53787889
763	23.51733766
764	23.51168234
765	23.49909927
766	23.49444391
767	23.47970862
768	23.47158144
769	23.45694943
770	23.45463361
771	23.44456381
772	23.43705411
773	23.43664768
774	23.43051479
775	23.41214404
776	23.41147763
777	23.40232537
778	23.38163416
779	23.32971689
780	23.32432931
781	23.30062976
782	23.29064321
783	23.27578238
784	23.26949777
785	23.25546855
786	23.22473748
787	23.21948285
788	23.19364972
789	23.17674694
790	23.09385352
791	23.08816028
792	23.06667864
793	23.06047062
794	23.04071801
795	23.03976709
796	22.97836785
797	22.9735152
798	22.95768848
799	22.93896145
800	22.93727072
801	22.93070371
802	22.92369308
803	22.91597166
804	22.90502701
805	22.8993976
806	22.89838769
807	22.89262419
808	22.87604312
809	22.87249693
810	22.87138619
811	22.77540846
812	22.76492014
813	22.74261146
814	22.74211139
815	22.74145223
816	22.736647
817	22.73236966
818	22.71435138
819	22.70054104
820	22.68832382
821	22.67771857
822	22.67167022
823	22.66391589
824	22.60190906
825	22.59354947
826	22.53044695
827	22.52478405
828	22.50866725
829	22.48789634
830	22.47015927
831	22.46645013
832	22.45626354
833	22.45269009
834	22.42002503
835	22.37405184
836	22.36086013
837	22.35682379
838	22.35062496
839	22.3485634
840	22.31135437
841	22.29443681
842	22.28345967
843	22.24129944
844	22.22361994
845	22.21024598
846	22.19195166
847	22.16905929
848	22.14970694
849	22.14514316
850	22.05791066
851	22.0461611
852	22.03065436
853	22.00948688
854	21.98745964
855	21.95757705
856	21.94284304
857	21.9426459
858	21.92444041
859	21.90728016
860	21.90087947
861	21.86682787
862	21.84859381
863	21.84410542
864	21.8413783
865	21.82553717
866	21.81816999
867	21.81228581
868	21.80565044
869	21.79359637
870	21.77126256
871	21.76239555
872	21.76190828
873	21.75396575
874	21.74867713
875	21.74075066
876	21.72418381
877	21.70851961
878	21.69795172
879	21.67283922
880	21.66969175
881	21.64908691
882	21.64539959
883	21.64168153
884	21.59553464
885	21.51086079
886	21.48099062
887	21.46516974
888	21.46479962
889	21.45485472
890	21.44467494
891	21.42455758
892	21.42345425
893	21.40039088
894	21.39569869
895	21.38137835
896	21.37851926
897	21.3746831
898	21.3622722
899	21.36007873
900	21.34196365
901	21.33624224
902	21.30619453
903	21.2651543
904	21.25631631
905	21.23658594
906	21.22222291
907	21.19752493
908	21.19141592
909	21.17778559
910	21.17004288
911	21.1693216
912	21.16083495
913	21.06978489
914	21.04203374
915	21.0191371
916	20.99407038
917	20.99375656
918	20.97262876
919	20.95997638
920	20.94999748
921	20.94252961
922	20.93899535
923	20.93150001
924	20.92714621
925	20.9032747
926	20.83600475
927	20.82468464
928	20.81819644
929	20.81115504
930	20.67846039
931	20.67505925
932	20.67474756
933	20.66343544
934	20.63897284
935	20.6182678
936	20.61205512
937	20.60708383
938	20.60683639
939	20.59492849
940	20.590247
941	20.57260455
942	20.56873209
943	20.55575253
944	20.54700918
945	20.5326233
946	20.40960583
947	20.39742206
948	20.38845521
949	20.37985184
950	20.36974453
951	20.2861071
952	20.23267954
953	20.22894054
954	20.2187574
955	20.20983755
956	20.19278163
957	20.17901427
958	20.17639813
959	20.15680447
960	20.1435202
961	20.14323438
962	20.11023889
963	20.10003022
964	20.09982266
965	20.09961242
966	20.0840119
967	20.08010961
968	20.0766682
969	20.06865065
970	20.0535301
971	20.03646093
972	20.03206807
973	20.02758154
974	20.02205206
975	20.016547
976	19.97759802
977	19.97131397
978	19.95143104
979	19.94506734
980	19.94456619
981	19.93679022
982	19.92493003
983	19.9237984
984	19.91670791
985	19.89496065
986	19.8870934
987	19.87813416
988	19.87316095
989	19.81178993
990	19.80589742
991	19.77923352
992	19.77597782
993	19.7713362
994	19.76718506
995	19.75557104
996	19.73113243
997	19.71343916
998	19.70813434
999	19.70751576
1000	19.70730138
1001	19.70507339
1002	19.70411796
1003	19.70374986
1004	19.69554591
1005	19.68372044
1006	19.68018218
1007	19.67052799
1008	19.66596804
1009	19.65724075
1010	19.62967407
1011	19.6194845
1012	19.61460907
1013	19.61303351
1014	19.60791911
1015	19.58705667
1016	19.57992599
1017	19.57465077
1018	19.56782529
1019	19.55551962
1020	19.55140389
1021	19.5344572
1022	19.53411068
1023	19.52260862
1024	19.52153095
1025	19.46297898
1026	19.45016742
1027	19.44686437
1028	19.42353188
1029	19.41813427
1030	19.40509675
1031	19.39545346
1032	19.39209144
1033	19.38012051
1034	19.37782758
1035	19.36560232
1036	19.35865928
1037	19.29274498
1038	19.2785014
1039	19.25378637
1040	19.25175069
1041	19.19266554
1042	19.18335793
1043	19.17545559
1044	19.17341578
1045	19.17168487
1046	19.16771401
1047	19.15315355
1048	19.15200502
1049	19.14812569
1050	19.14294975
1051	19.13376508
1052	19.12547617
1053	19.12200118
1054	19.1218035
1055	19.11291747
1056	19.10569903
1057	19.09849553
1058	19.08797114
1059	19.07642885
1060	19.07118469
1061	19.06227188
1062	19.06007373
1063	19.05655734
1064	19.0183305
1065	19.00746364
1066	19.00674615
1067	18.99982452
1068	18.98887553
1069	18.98109039
1070	18.97035157
1071	18.96178838
1072	18.94184848
1073	18.93599601
1074	18.91859112
1075	18.91796992
1076	18.91369184
1077	18.90552059
1078	18.90223082
1079	18.88799173
1080	18.87758314
1081	18.83801112
1082	18.82480346
1083	18.69458168
1084	18.69016664
1085	18.68048664
1086	18.63066409
1087	18.62495106
1088	18.61640153
1089	18.61473141
1090	18.6140348
1091	18.59113098
1092	18.58744897
1093	18.56114349
1094	18.55317548
1095	18.54756848
1096	18.53494959
1097	18.53047598
1098	18.50665541
1099	18.49098395
1100	18.47984272
1101	18.47600349
1102	18.42226616
1103	18.41408864
1104	18.27965148
1105	18.25775508
1106	18.24623209
1107	18.18877535
1108	18.18545062
1109	18.1800886
1110	18.13217249
1111	18.1226943
1112	18.1175162
1113	18.11368185
1114	18.11230117
1115	18.09780411
1116	18.00330976
1117	17.99778381
1118	17.99477681
1119	17.99162358
1120	17.98291727
1121	17.96875222
1122	17.87353981
1123	17.81473472
1124	17.80947312
1125	17.79295853
1126	17.77601539
1127	17.76351342
1128	17.75816156
1129	17.75230638
1130	17.73742732
1131	17.72135665
1132	17.71638753
1133	17.70770061
1134	17.69596721
1135	17.69134866
1136	17.67408149
1137	17.67009699
1138	17.65988944
1139	17.64351924
1140	17.63782364
1141	17.62950605
1142	17.62580676
1143	17.61348145
1144	17.60471077
1145	17.56824135
1146	17.56234204
1147	17.55891767
1148	17.54603291
1149	17.5372805
1150	17.53124951
1151	17.51623723
1152	17.51397433
1153	17.50027081
1154	17.49752673
1155	17.49421538
1156	17.48819368
1157	17.48289647
1158	17.47995474
1159	17.46678498
1160	17.40756279
1161	17.40569456
1162	17.40466986
1163	17.39722443
1164	17.39020306
1165	17.38582677
1166	17.38145641
1167	17.3781976
1168	17.35393437
1169	17.3121318
1170	17.30425903
1171	17.29001863
1172	17.28394248
1173	17.28164984
1174	17.27180747
1175	17.26056395
1176	17.25001916
1177	17.24271277
1178	17.22251205
1179	17.21873934
1180	17.21250893
1181	17.20550356
1182	17.20535311
1183	17.19933158
1184	17.18810523
1185	17.17401567
1186	17.15266748
1187	17.14144497
1188	17.12534046
1189	17.12267424
1190	17.10320354
1191	17.09855779
1192	17.09359935
1193	17.09277634
1194	17.08087791
1195	17.05691777
1196	17.051991
1197	17.04647607
1198	17.03712979
1199	17.02790617
1200	17.02318338
1201	17.00409957
1202	16.98434285
1203	16.97860206
1204	16.97086019
1205	16.97039986
1206	16.96471925
1207	16.95259199
1208	16.94790792
1209	16.94203275
1210	16.93869914
1211	16.93574187
1212	16.92733655
1213	16.86933974
1214	16.82779588
1215	16.79861517
1216	16.78957092
1217	16.78406874
1218	16.78207447
1219	16.77386971
1220	16.77008558
1221	16.7549046
1222	16.74996197
1223	16.74548991
1224	16.73877717
1225	16.73650495
1226	16.72542178
1227	16.71832936
1228	16.69106511
1229	16.68113233
1230	16.67620288
1231	16.65971319
1232	16.62891573
1233	16.6243497
1234	16.61881327
1235	16.60744927
1236	16.59152968
1237	16.59108341
1238	16.58743333
1239	16.5845593
1240	16.58216513
1241	16.56924367
1242	16.56182546
1243	16.54694752
1244	16.54641131
1245	16.54627203
1246	16.53938299
1247	16.53579753
1248	16.53373098
1249	16.52605802
1250	16.51052232
1251	16.50239094
1252	16.49978567
1253	16.49454558
1254	16.49052202
1255	16.47613758
1256	16.47087767
1257	16.46807267
1258	16.46563561
1259	16.46240033
1260	16.4544088
1261	16.44324781
1262	16.43226225
1263	16.42911091
1264	16.42757156
1265	16.42371576
1266	16.41687197
1267	16.41314199
1268	16.40967722
1269	16.39537503
1270	16.39261124
1271	16.27221493
1272	16.26283973
1273	16.26188976
1274	16.24366247
1275	16.23720577
1276	16.22344804
1277	16.21367506
1278	16.19246808
1279	16.18032457
1280	16.17536301
1281	16.1492412
1282	16.1429148
1283	16.13988974
1284	16.13079188
1285	16.12774585
1286	16.10209888
1287	16.09216208
1288	16.0853836
1289	16.08234587
1290	16.07970302
1291	16.07504006
1292	16.07299306
1293	16.06836844
1294	16.06539109
1295	16.06279146
1296	16.05709928
1297	16.05094234
1298	16.04403827
1299	16.01277884
1300	16.01234273
1301	15.99520594
1302	15.99049279
1303	15.96067882
1304	15.95758313
1305	15.95108965
1306	15.9490641
1307	15.94661868
1308	15.94121319
1309	15.91995318
1310	15.90991501
1311	15.90865146
1312	15.90794615
1313	15.90700021
1314	15.9009559
1315	15.89223975
1316	15.88157634
1317	15.88102649
1318	15.8777571
1319	15.86990518
1320	15.86512412
1321	15.76079636
1322	15.75763703
1323	15.747717
1324	15.72517793
1325	15.72418194
1326	15.72194666
1327	15.72071797
1328	15.71942534
1329	15.7151958
1330	15.71468146
1331	15.7033385
1332	15.68047066
1333	15.674734
1334	15.67415066
1335	15.67335125
1336	15.65456864
1337	15.65323186
1338	15.64954288
1339	15.64273579
1340	15.63643502
1341	15.63512523
1342	15.63139164
1343	15.62254084
1344	15.59563846
1345	15.59090981
1346	15.58683698
1347	15.58155646
1348	15.5700996
1349	15.55690705
1350	15.49113142
1351	15.48490608
1352	15.47991984
1353	15.38079899
1354	15.35547309
1355	15.35243482
1356	15.35059814
1357	15.33716609
1358	15.33263104
1359	15.33097213
1360	15.32376259
1361	15.31583618
1362	15.29850056
1363	15.29656858
1364	15.29188649
1365	15.27743029
1366	15.27676642
1367	15.27474013
1368	15.27382594
1369	15.25744638
1370	15.2442336
1371	15.23480063
1372	15.22628525
1373	15.22085204
1374	15.21873125
1375	15.21100175
1376	15.20444234
1377	15.20006843
1378	15.19688605
1379	15.18854631
1380	15.18067153
1381	15.17841782
1382	15.16758957
1383	15.1561256
1384	15.1508037
1385	15.14958207
1386	15.1432519
1387	15.12343733
1388	15.12098603
1389	15.1157023
1390	15.11317654
1391	15.11188701
1392	15.1083929
1393	15.10589448
1394	15.10303225
1395	15.1011867
1396	15.10012076
1397	15.08629181
1398	15.08479006
1399	15.08174071
1400	15.07806232
1401	15.07250359
1402	15.07141631
1403	15.06544404
1404	15.06129966
1405	15.0097254
1406	15.0006381
1407	14.99666882
1408	14.97728213
1409	14.95847985
1410	14.95135773
1411	14.9484869
1412	14.94078767
1413	14.92409483
1414	14.91541161
1415	14.91344262
1416	14.87870593
1417	14.86799983
1418	14.81952971
1419	14.81788903
1420	14.81740543
1421	14.8130438
1422	14.80869599
1423	14.80216491
1424	14.79389416
1425	14.79185717
1426	14.76575558
1427	14.7534295
1428	14.74642936
1429	14.73876126
1430	14.73780553
1431	14.73150275
1432	14.73145528
1433	14.7038605
1434	14.69394636
1435	14.68097776
1436	14.67949517
1437	14.6733345
1438	14.66960393
1439	14.66453944
1440	14.65949349
1441	14.65435655
1442	14.64274502
1443	14.6407545
1444	14.63880747
1445	14.62565037
1446	14.61049555
1447	14.60816968
1448	14.52508924
1449	14.52248727
1450	14.51536196
1451	14.51411266
1452	14.50958384
1453	14.48357453
1454	14.48128401
1455	14.47739868
1456	14.47696337
1457	14.47634793
1458	14.46551688
1459	14.46148451
1460	14.45816848
1461	14.45627137
1462	14.45351648
1463	14.45010881
1464	14.44834242
1465	14.4478142
1466	14.40791152
1467	14.40293939
1468	14.40271149
1469	14.38497191
1470	14.38285459
1471	14.3820939
1472	14.37242047
1473	14.37045694
1474	14.28774345
1475	14.27647105
1476	14.27539022
1477	14.25702072
1478	14.24099295
1479	14.2406063
1480	14.23310582
1481	14.2288774
1482	14.21471586
1483	14.21307386
1484	14.15431698
1485	14.09004089
1486	14.08906219
1487	14.04254378
1488	14.04098568
1489	14.03870931
1490	14.03655815
1491	14.03167315
1492	14.02927924
1493	14.02439546
1494	14.01908567
1495	14.01175332
1496	14.00751426
1497	14.00214605
1498	13.99606267
1499	13.99012716
